0000A066 0000A092 _CcCopyReadExceptionFilter@8
0014F1D0 0014F225 _CmpSetupPrivateWrite@4
0014F24C 0014F2D5 _CmpMarkCurrentValueDirty@8
0014F374 0014F465 _CmpMarkCurrentProfileDirty@0
0014F46A 0014F531 _CmpLinkHiveToMaster@20
0014F65A 0014FB81 _CmpSetVersionData@0
0014FBB6 0014FC2F _CmBootLastKnownGood@4
0014FC3E 0014FD10 _CmpCreatePerfKeys@0
0014FDC4 0015029A _CmpLoadHiveThread@4
001503C8 00150679 _CmpInitializeHiveList@0
00150680 001506A6 _CmQueryRegistryQuotaInformation@4
001506AC 001506FB _CmSetRegistryQuotaInformation@4
00150700 00150714 _CmpClaimGlobalQuota@4
0015071A 00150743 _CmpReleaseGlobalQuota@4
00150748 00150753 _CmpSetGlobalQuotaAllowed@0
00150758 00150781 _CmpSystemQuotaWarningWorker@4
00150786 001507B0 _CmpSystemHiveHysteresisWorker@4
001507B6 00150891 _CmpUpdateSystemHiveHysteresis@12
00150896 0015092C _CmRegisterSystemHiveLimitCallback@16
00150932 00150970 _CmpRaiseSelfHealWarningWorker@4
00150976 001509FD _CmpRaiseSelfHealWarning@4
00150A02 00150A4D _CmpRaiseSelfHealWarningForSystemHives@0
00150A52 00150B11 _CmpCanGrowSystemHive@8
00150C1E 00151321 _CmpGetAcpiProfileInformation@24
001513E4 00151673 _CmpAddAcpiAliasEntry@28
00151678 00151800 _CmpFilterAcpiDockingState@24
00151806 00151916 _CmDeleteKeyRecursive@20
0015199A 00151C9D _CmpCreateHwProfileFriendlyName@16
00151E2C 001522F7 _CmpMoveBiosAliasTable@28
001523FA 00152B7A _CmpCloneHwProfile@28
00152F24 00153824 _CmSetAcpiHwProfile@20
001538E4 00153ACE _CmpFreeAllMemory@0
00153AD4 00153B94 _CmShutdownSystem@0
00153B9A 00153C91 _CmpCmdHiveClose@4
00153C96 00153D3B _CmpCmdRenameHive@16
00153D40 00153DCC _CmpCmdHiveOpen@24
00153DD2 00153E0A _CmpLazyFlush@0
00153E10 00153E39 _CmpDiskFullWarningWorker@4
00153E3E 00153E91 _CmpDiskFullWarning@0
00153E96 00153EA1 _CmpShutdownWorkers@0
00153EA6 00153EC0 _CmSetLazyFlushState@4
00153EC6 00153F64 _CmpLazyFlushWorker@4
00153F6A 00153FD8 _CmpCmdInit@4
00153FDE 00153FE1 _CmpDummyApc@12
00153FE6 00154018 _CmpNotifyTriggerCheck@12
0015401E 00154051 _CmpFreeSlavePost@4
00154056 0015407F _CmpAddToDelayedDeref@8
00154084 001540B5 _CmpDelayedDerefKeys@4
001540BA 00154145 _CmpPostApc@20
0015414A 001541DD _CmpPostApcRunDown@4
001541E2 00154213 _CmpCancelSlavePost@8
00154218 001543B5 _CmpPostNotify@20
001543BA 001544C6 _CmNotifyRunDown@4
001544CC 00154553 _CmpFlushNotify@4
00154558 001546D6 _CmpNotifyChangeKey@28
001546DC 001547B0 _CmpReportNotifyHelper@20
001547B6 00154844 _CmpReportNotify@16
0015484A 001548CE _CmpWmiDumpKcbTable@0
001548D4 00154914 _CmpWmiDumpKcb@4
0015491A 00154941 _CmSetTraceNotifyRoutine@8
00154946 00154953 _CmpLockKCBTree@0
00154958 00154965 _CmpLockKCBTreeExclusive@0
0015496A 00154974 _CmpUnlockKCBTree@0
0015497A 001549A2 _CmpLockRegistry@0
001549A8 001549C1 _CmpLockRegistryExclusive@0
001549C6 00154A20 _CmpUnlockRegistry@0
00154A26 00154A7D _CmpAllocateCmView@4
00154A82 00154ABA _CmpInitHiveViewList@4
00154AC0 00154B3C _CmpDropFileObjectForHive@4
00154B42 00154BF0 _CmpPinCmView@8
00154BF6 00154C20 _CmpFreeCmView@4
00154C26 00154CB7 _CmpPrefetchHiveFile@8
00154CBC 00154D6D _CmPrefetchHivePages@8
00154D72 00154D8E _CmpReferenceHiveView@8
00154D94 00154DB0 _CmpDereferenceHiveView@8
00154DB6 00154DE3 _CmpDereferenceHiveViewWithLock@8
00154DE8 00154EA3 _CmpUnmapCmView@16
00154EAA 00154EE2 _CmpTouchView@12
00154EE8 00154F3B _CmpUnmapCmViewSurroundingOffset@8
00154F90 00155089 _CmpDestroyHiveViewList@4
0015508E 0015519E _CmpAquireFileObjectForFile@12
001551A4 00155354 _CmpUnPinCmView@16
0015535A 001553F7 _CmpFixHiveUsageCount@4
001553FC 00155493 _CmpUnmapUnusedViews@4
00155498 001556CA _CmpMapCmView@16
001556D0 0015570C _CmpMapThisBin@12
00155712 0015578B _CmpDoCompareKeyName@12
00155790 00155851 _CmpDoFindSubKeyByNumber@12
00155856 00155A72 _CmpRemoveSubKeyCellNoCellRef@12
00155A78 00155C2C _CmpSplitLeaf@16
00155C32 00155D3B _CmpDuplicateIndex@12
00155D40 00155D82 _CmpComputeHashKey@4
00155D88 00155DBC _CmpComputeHashKeyForCompressedName@8
00155DC2 00155E16 _CmpFindSubKeyByHash@12
00155E1C 00155F14 _CmpCompareInIndex@20
00155F1A 00155F90 _CmpFindSubKeyByNumber@12
00155F96 0015603A _CmpUpdateParentForEachSon@8
00156040 001561C4 _CmpFindSubKeyInRoot@16
001561CA 0015627B _CmpFindSubKeyInLeaf@16
00156280 00156446 _CmpAddToLeaf@16
0015644C 00156663 _CmpSelectLeaf@20
00156668 00156861 _CmpMarkIndexDirty@12
00156866 00156ABC _CmpRemoveSubKey@12
00156AC2 00156BA8 _CmpFindSubKeyByName@12
00156BAE 00156E9B _CmpAddSubKey@12
00156EA0 00156F4A _CmpGetNextName@12
00156F50 001572E7 _CmpGetSymbolicLink@16
001572EC 001573D1 _CmpComputeHashValue@16
001573D6 001575E5 _CmpCacheLookup@28
001575EA 00157900 _CmpAddInfoAfterParseFailure@20
00157988 00157BFC _CmpDoOpen@48
00157C02 00157F0A _CmpCreateLinkNode@40
00157F10 00158614 _CmpParseKey@40
0015861A 0015872D _CmpFindNameInList@20
00158732 001588D2 _CmpGetValueData@24
001588E2 00158933 _CmpValueToData@12
00158938 001589E8 _CmpAddValueToList@20
001589EE 00158A70 _CmpRemoveValueFromList@12
00158A76 00158B79 _CmpMarkValueDataDirty@8
00158B7E 00158C2D _CmpFreeValueData@12
00158C32 00158C7B _CmpFreeValue@8
00158C80 00158F09 _CmpSetValueDataNew@24
00158F0E 001590BC _CmpSetValueDataExisting@20
001590C2 001590E6 _CmpFindValueByName@12
00159134 0015935B _CmpFindControlSet@16
00159360 001593E2 _HvpFreeAllocatedBins@4
001593E8 00159438 _HvpFillFileName@8
0015943E 00159889 _HvInitializeHive@52
0015988E 001598BA _CmpSecConvKey@8
001598C0 001599B2 _CmpFindSecurityCellCacheIndex@12
001599B8 00159A39 _CmpAdjustSecurityCacheSize@4
00159A3E 00159AB9 _CmpRemoveFromSecurityCache@8
00159ABE 00159B38 _CmpDestroySecurityCache@4
00159B3E 00159BCD _CmpFindMatchingDescriptorCell@20
00159BD2 00159C28 _CmpAssignSecurityToKcb@8
00159C2E 00159CBD _CmpBuildSecurityCellMappingArray@4
00159CC2 00159CFC _CmpInitSecurityCache@4
00159D02 00159E9C _CmpAddSecurityCellToCache@12
00159EA2 00159F5B _CmpRebuildSecurityCache@4
00159F60 0015A134 _CmDeleteValueKey@12
0015A13A 0015A20D _CmEnumerateKey@24
0015A212 0015A382 _CmEnumerateValueKey@24
0015A388 0015A50E _CmQueryKey@20
0015A514 0015A624 _CmQueryValueKey@28
0015A62A 0015A8A3 _CmQueryMultipleValueKey@24
0015A8A8 0015AB1C _CmpSetValueKeyExisting@32
0015AB22 0015AC5D _CmpSetValueKeyNew@36
0015AC62 0015ACEB _CmSetLastWriteTimeKey@8
0015ACF0 0015ADB9 _CmSetKeyUserFlags@8
0015ADBE 0015AE64 _CmpIsHiveAlreadyLoaded@8
0015AE6A 0015B057 _CmLoadKey@12
0015B05C 0015B104 _CmpDoFlushAll@4
0015B10A 0015B57B _CmRenameKey@16
0015B580 0015B67E _CmpDuplicateKey@12
0015B684 0015B6D8 _CmpCompressKeyWorker@12
0015B6DE 0015B846 _CmCompressKey@4
0015B84C 0015B893 _CmLockKcbForWrite@4
0015B898 0015B9F0 _CmpCompareNewValueDataAgainstKCBCache@20
0015B9F6 0015BAA6 _CmFlushKey@8
0015BAAC 0015BD30 _CmSetValueKey@20
0015BD36 0015BE02 _CmUnloadKey@12
0015BE08 0015BE75 _CmUnloadKeyEx@8
0015BE7A 0015C1EA _CmReplaceKey@16
0015C1F0 0015C5E1 _CmMoveKey@4
0015C5E6 0015C60D _CmpFlushNotifiesOnKeyBodyList@4
0015C612 0015C681 _CmpComputeKcbConvKey@4
0015C686 0015C6B8 _CmpReferenceKeyControlBlock@4
0015C6BE 0015C8B4 _CmpGetNameControlBlock@4
0015C8BA 0015C916 _CmpDereferenceNameControlBlockWithLock@4
0015C91C 0015C97D _CmpCleanUpSubKeyInfo@4
0015C982 0015CA01 _CmpCleanUpKcbValueCache@4
0015CA06 0015CB96 _CmpConstructName@4
0015CB9C 0015CBFA _CmpFreeKeyBody@8
0015CC00 0015CC74 _CmpInsertKeyHash@8
0015CC7A 0015CCBB _CmpRemoveKeyHash@4
0015CCC0 0015CD41 _CmpInitializeCache@0
0015CDC8 0015CEB8 _CmpDumpKeyBodyList@8
0015CEBE 0015CF26 _CmpRehashKcbSubtree@8
0015CF2C 0015CFC9 _CmpRebuildKcbCache@4
0015CFCE 0015CFE3 _CmpRemoveKeyControlBlock@4
0015CFE8 0015D041 _CmpCleanUpKcbCacheWithLock@4
0015D046 0015D0B8 _CmpSearchKeyControlBlockTree@12
0015D0BE 0015D112 _CmpDereferenceKeyControlBlockWithLock@4
0015D118 0015D15B _CmpCleanUpKCBCacheTable@0
0015D160 0015D25B _CmpSearchForOpenSubKeys@8
0015D260 0015D530 _CmpCreateKeyControlBlock@24
0015D536 0015D551 _CmpDereferenceKeyControlBlock@4
0015D556 0015D66C _CmDeleteKey@4
0015D672 0015D699 _CmpRefreshWorkerRoutine@12
0015D69E 0015D754 _CmpRefreshHive@4
0015D75A 0015D7EC _CmDumpKey@8
0015D7F2 0015D9D9 _CmpSaveKeyByFileCopy@8
0015D9DE 0015DA08 _CmpCreateTemporaryHive@4
0015DA0E 0015DA82 _CmpDestroyTemporaryHive@4
0015DA88 0015DC08 _CmpOverwriteHive@12
0015DC0E 0015DD8E _CmpSwitchStorageAndRebuildMappings@8
0015DD94 0015DE81 _CmpShiftIndex@8
0015DE86 0015DF62 _CmpShiftValueList@12
0015DF68 0015DFAF _CmpShiftSecurityCells@4
0015DFBA 0015E24C _CmpLoadHiveVolatile@8
0015E252 0015E391 _CmSaveKey@12
0015E396 0015E56A _CmSaveMergedKeys@12
0015E570 0015E60A _CmpShiftKey@16
0015E610 0015EABD _CmRestoreKey@12
0015EAC2 0015EC33 _CmpShiftAllCells2@16
0015EC38 0015ECEE _CmpShiftAllCells@8
0015ECF4 0015EDDC _CmpShiftHiveFreeBins@8
0015EDE2 0015EEDC _CmpQueryKeyName@20
0015EF1E 0015EF43 _CmpSecurityExceptionFilter@4
0015EF48 0015EF6F _CmpQuerySecurityDescriptorInfo@20
0015EF74 0015EFC5 _CmpCheckCreateAccess@24
0015EFCA 0015F03D _CmpCheckNotifyAccess@12
0015F042 0015F07B _CmpGetKeySecurity@12
0015F080 0015F38E _CmpHiveRootSecurityDescriptor@0
0015F394 0015F4AE _CmpInsertSecurityCellList@12
0015F4B4 0015F540 _CmpRemoveSecurityCellList@8
0015F546 0015F67B _CmpCheckKeyAccess@16
0015F680 0015F765 _CmpDoAccessCheckOnSubtree@20
0015F76A 0015FC1A _CmpSetSecurityDescriptorInfo@24
0015FC20 0015FD32 _CmpAssignSecurityDescriptor@16
0015FD38 0015FDA7 _CmpFreeSecurityDescriptor@8
0015FDAC 0015FED6 _CmpSecurityMethod@36
0015FEDC 0015FF43 _CmpLateUnloadHiveWorker@4
0015FF48 0016005C _CmpDeleteKeyObject@4
00160062 001600D5 _CmpCloseKeyObject@20
001600DA 0016011B _CmpNameSize@8
00160120 00160186 _CmpCopyName@12
0016018C 0016019A _CmpCompressedNameSize@8
001601A0 001601D3 _CmpCopyCompressedName@16
001601D8 0016025A _CmpCompareCompressedName@16
00160260 001602ED _CmpCompareUnicodeString@12
001602F2 00160319 _HvpGetHCell@8
0016031E 0016038C _HvpReleaseCellMapped@8
00160392 0016052C _HvpGetCellMapped@8
00160532 00160593 _HvpGetCellPaged@8
00160598 001605F5 _HvpDelistFreeCell@12
001605FA 0016061F _HvpGetCellFlat@8
00160624 00160670 _HvpGetCellMap@8
00160676 00160699 _HvGetCellSize@8
0016069E 0016073E _HvpIsFreeNeighbor@20
00160744 00160788 _HvAutoCompressCheck@4
0016078E 001607AE _HvShiftCell@8
001607B4 00160B08 _HvpEnlistFreeCell@20
00160B0E 00160C31 _HvpDoAllocateCell@16
00160C36 00160D37 _HvIsCellAllocated@8
00160D3C 00160E0A _HvpDelistBinFreeCells@12
00160E10 00160EEC _HvFreeCell@8
00160EF2 00160FE8 _HvReallocateCell@12
00160FEE 00161057 _HvAllocateCell@16
0016105C 0016110D _HvDuplicateCell@16
00161112 00161460 _CmpInitializeHive@40
00161466 001614D0 _CmpDestroyHive@8
001614D6 00161569 _CmpOpenFileWithExtremePrejudice@16
0016157A 0016196D _CmpOpenHiveFiles@40
00161972 00161A14 _CmpCopyCell@16
00161A1A 00161A7D _CmpInitializeKeyNameString@12
00161A82 00161AE1 _CmpInitializeValueNameString@12
00161AE6 00161B7D _CmpSyncSubKeysAfterDelete@20
00161B82 00161C61 _CmpMarkKeyValuesDirty@12
00161C66 00161CAF _CmpMarkKeyParentDirty@8
00161CB4 00161ED7 _CmpCopyValue@16
00161EDC 00161F65 _CmpFreeKeyValues@12
00161F6A 00162209 _CmpSyncKeyValues@24
0016220E 001624AF _CmpCopyKeyPartial@20
001624B4 001625D5 _CmpMergeKeyValues@24
001625DA 001628EC _CmpCopySyncTree2@28
001628F2 00162959 _CmpCopySyncTree@24
0016299A 00162A25 _HvpGrowLog1@8
00162A66 00162AF1 _HvpGrowLog2@8
00162AF6 00162C15 _HvpFlushMappedData@8
00162C58 00162E60 _HvpFindNextDirtyBlock@24
00162E66 00162EB2 _HvHiveWillShrink@4
00162EB8 00162F42 _HvpTruncateBins@4
00162F48 001630E2 _HvpDropPagedBins@4
001630E8 001631D9 _HvpDropAllPagedBins@4
001631E0 00163546 _HvWriteHive@16
0016354C 00163733 _HvMarkDirty@16
00163738 00163D40 _HvRefreshHive@4
0016401E 00164470 _HvpDoWriteHive@8
00164476 00164761 _HvpWriteLog@4
00164766 00164835 _HvMarkCellDirty@8
0016483A 001648E8 _HvSyncHive@4
001648EE 0016490D _CmpFileSetSize@16
00164942 00164AAF _CmpGetHiveName@8
00164B2E 00164C4B _CmpAddToHiveFileList@4
00164CCA 00164D48 _CmpRemoveFromHiveFileList@4
00164D4E 00164D4F _CmpDestroyCmPrivateAlloc@0
00164D54 00164DFE _CmpAllocateKeyControlBlock@0
00164E04 00164E86 _CmpFreeKeyControlBlock@4
00164E8C 00164ED2 _CmpAllocate@12
00164ED8 00164EF3 _CmpFree@8
00164F90 001650C8 _CmpDoFileSetSize@16
001650CE 00165192 _CmpFileWriteThroughCache@16
001651D2 00165260 _CmpFileFlush@16
00165266 001652D6 _CmpCreateEvent@12
00165314 00165415 _CmpFileRead@20
0016543C 001656A1 _CmpFileWrite@20
001656A6 001656D1 _CmpGetDelayedCloseIndex@0
001656D6 00165757 _CmpInitializeDelayedCloseTable@0
0016575C 001657C9 _CmpRemoveFromDelayedClose@4
001657CE 0016581D _CmpAddToDelayedClose@4
00165822 00165968 _HvFreeHive@4
0016596E 00165AD6 _HvFreeHivePartial@12
00165ADC 00165E83 _CmpDoCreateChild@44
00165F1C 001661D5 _CmpDoCreate@32
001661DA 00166336 _HvpEnlistFreeCells@12
0016633C 00166382 _HvpFreeMap@16
00166388 001663E0 _HvpAllocateMap@16
001663E6 00166421 _HvpGetBinMemAlloc@12
00166426 0016666C _HvpBuildMapAndCopy@8
00166672 001667C9 _HvpInitMap@4
001667CE 001668C2 _HvpEnlistBinInMap@20
001668C8 00166918 _HvpCleanMap@4
0016691E 00166A40 _HvpBuildMap@8
00166A46 00166DB4 _HvpReadFileImageAndBuildMap@8
00166DBA 00166EDF _HvpGetHiveHeader@12
00166EE4 00167023 _HvpGetLogHeader@12
00167028 0016721F _HvpMapFileImageAndBuildMap@8
00167224 00167429 _HvpRecoverWholeHive@8
0016742E 00167610 _HvCloneHive@12
00167616 001676B3 _HvShrinkHive@8
0016770A 00167DA3 _HvpRecoverData@4
00167DA8 00167F5A _HvMapHive@4
00167F60 001680A2 _HvLoadHive@4
001680A8 0016810B _HvpFreeHiveFreeDisplay@4
00168110 001681F1 _HvpAdjustBitmap@12
001681F6 00168263 _HvpAddFreeCellHint@16
00168268 0016839A _HvpRemoveFreeCellHint@16
001683A0 0016849B _HvpFindFreeCellInBin@20
001684A0 0016859A _HvpScanForFreeCellInViewWindow@20
001685A0 001686AF _HvpFindFreeCellInThisViewWindow@20
001686B4 001686DB _HvpCheckViewBoundary@8
001686E0 0016871A _HvpAdjustHiveFreeDisplay@12
00168720 001687DF _HvpFindFreeCell@20
001687E4 0016880A _HvpHeaderCheckSum@4
00168810 00168A91 _CmpQueryKeyData@24
00168A96 00168B91 _CmpQueryKeyDataFromCache@20
00168B96 00168CBB _CmpGetValueDataFromCache@28
00168CC0 0016903C _CmpQueryKeyValueData@32
00169042 001690E0 _CmpGetValueListFromCache@12
001690E6 001691C5 _CmpGetValueKeyFromCache@28
001691CA 001692AB _CmpFindValueByNameFromCache@28
001692B0 00169439 _CmpMarkKeyDirty@8
0016943E 00169530 _CmpFreeKeyByCell@12
00169536 001695D1 _CmpDeleteTree@8
001695D6 001697D6 _HvpCoalesceDiscardedBins@12
001697DC 00169EBD _HvpAddBin@12
00169EC4 0016A1A6 _CmpCheckValueList@16
0016A1AC 0016A742 _CmpCheckKey@20
0016A748 0016A88D _CmpCheckRegistry2@20
0016A892 0016A913 _CmCheckRegistry@8
0016A918 0016AA2C _HvCheckBin@12
0016AA32 0016ABB3 _HvCheckHive@8
0016ABB8 0016ACEC _CmpValidateHiveSecurityDescriptors@8
0016ACF2 0016AD81 _DbgkpMarkProcessPeb@4
0016AD86 0016ADFD _DbgkCopyProcessDebugPort@8
0016AE02 0016AE77 _DbgkOpenProcessDebugPort@12
0016AE7C 0016AF92 _NtCreateDebugObject@16
0016AF98 0016AFDE _DbgkpFreeDebugEvent@4
0016AFE4 0016B198 _DbgkpQueueMessage@20
0016B19E 0016B3A4 _DbgkpPostFakeThreadMessages@20
0016B3AA 0016B537 _DbgkpPostFakeModuleMessages@12
0016B53C 0016B5AD _DbgkpPostFakeProcessCreateMessages@12
0016B5B2 0016B684 _DbgkpOpenHandles@12
0016B68A 0016B755 _DbgkpConvertKernelToUserStateChange@8
0016B75A 0016B9EC _NtWaitForDebugEvent@16
0016B9F2 0016BB11 _NtSetInformationDebugObject@20
0016BB16 0016BB63 _DbgkpWakeTarget@4
0016BB68 0016BC43 _DbgkpCloseObject@20
0016BC48 0016BD22 _DbgkClearProcessDebugObject@8
0016BD28 0016BF53 _DbgkpSetProcessDebugObject@16
0016BF58 0016C023 _NtDebugActiveProcess@8
0016C028 0016C0A2 _NtRemoveProcessDebug@8
0016C0A8 0016C1EB _NtDebugContinue@12
0016C1F0 0016C252 _DbgkpSendApiMessage@8
0016C258 0016C2D2 _DbgkpSendApiMessageLpc@12
0016C2D8 0016C389 _DbgkForwardException@12
0016C38E 0016C3AB _DbgkpSuspendProcess@0
0016C3B0 0016C3B5 _DbgkpResumeProcess@0
0016C3BA 0016C429 _DbgkpSectionToFileHandle@4
0016C484 0016C81D _DbgkCreateThread@4
0016C822 0016C897 _DbgkExitThread@4
0016C89C 0016C911 _DbgkExitProcess@4
0016C916 0016C9E6 _DbgkMapViewOfSection@16
0016C9EC 0016CA4E _DbgkUnMapViewOfSection@4
0016CA54 0016CB48 _PiControlMakeUserModeCallersCopy@24
0016CB4E 0016CBBD _PiGetInterfaceDeviceAlias@16
0016CBC2 0016CD29 _PiQueueQueryAndRemoveEvent@20
0016CD2E 0016CDB9 _PiGetInterfaceDeviceList@20
0016CDBE 0016CE98 _PiDeviceClassAssociation@24
0016CE9E 0016D03C _PiGetRelatedDevice@16
0016D042 0016D071 _PiDeviceRelationType@4
0016D076 0016D11A _PiControlGetUserFlagsFromDeviceNode@8
0016D120 0016D1B1 _PiQueueDeviceRequest@16
0016D1B6 0016D20C _PiControlStartDevice@16
0016D212 0016D268 _PiControlResetDevice@16
0016D26E 0016D312 _PiControlDeregisterDevice@16
0016D318 0016D36C _PiControlRegisterNewDevice@16
0016D372 0016D3DD _PiControlEnumerateDevice@16
0016D3E2 0016D4B9 _PiControlQueryAndRemoveDevice@16
0016D4BE 0016D515 _PiControlUserResponse@16
0016D51A 0016D61D _PiControlGetInterfaceDeviceList@16
0016D622 0016D7CA _PiControlDeviceClassAssociation@16
0016D7D0 0016D8A3 _PiControlGetRelatedDevice@16
0016D8A8 0016D995 _PiControlGetInterfaceDeviceAlias@16
0016D99A 0016DAC2 _PiControlGetSetDeviceStatus@16
0016DAC8 0016DB54 _PiControlGetDeviceDepth@16
0016DB5A 0016DC82 _PiControlQueryTargetDeviceRelation@16
0016DC88 0016DDD6 _PiControlQueryConflictList@16
0016DDDC 0016DED8 _PiControlRetrieveDockData@16
0016DEDE 0016E078 _PiControlGetDevicePowerData@20
0016E07E 0016E0D7 _PiControlHaltDevice@16
0016E0DC 0016E145 _PiControlGetBlockedDriverData@16
0016E14A 0016E24D _NtPlugPlayControl@12
0016E252 0016E313 _PiGenerateLegacyDeviceInstance@12
0016E342 0016E5CB _PiInitializeDevice@4
0016E5D0 0016E80F _PiQueryDeviceRelations@16
0016E814 0016E864 _PiControlInitializeDevice@16
0016E86A 0016E92E _PiControlGenerateLegacyDevice@16
0016E950 0016EADF _PiControlGetPropertyData@16
0016EB10 0016EBE4 _PiControlQueryDeviceRelations@16
0016EBEA 0016ECC2 _PiPagePathSetState@8
0016ECC8 0016ECDB _PpPagePathAssign@4
0016ECE0 0016ED5B _NtSetDebugFilterState@12
0016ED60 0016EDAC _KeQueryIntervalProfile@4
0016EDB8 0016EDC4 OpcodeESPrefix
0016EDC4 0016EDD0 OpcodeCSPrefix
0016EDD0 0016EDDC OpcodeSSPrefix
0016EDDC 0016EDE8 OpcodeDSPrefix
0016EDE8 0016EDF4 OpcodeFSPrefix
0016EDF4 0016EE00 OpcodeGSPrefix
0016EE00 0016EE0C OpcodeOPER32Prefix
0016EE0C 0016EE18 OpcodeADDR32Prefix
0016EE18 0016EE24 OpcodeLOCKPrefix
0016EE24 0016EE30 OpcodeREPNEPrefix
0016EE30 0016EE3C OpcodeREPPrefix
0016EE3C 0016EECE _Ki386DispatchOpcode@4
0016EECE 0016EED1 OpcodeInvalid
0016EED1 0016EF07 OpcodeGenericPrefix
0016EF07 0016EF31 Opcode0F
0016EF31 0016EF68 OpcodeINSB
0016EF68 0016EF9F OpcodeINSW
0016EF9F 0016EFD6 OpcodeOUTSB
0016EFD6 0016F00D OpcodeOUTSW
0016F00D 0016F0B8 OpcodeINTnn
0016F0B8 0016F0BB OpcodeINTO
0016F0BB 0016F0E2 OpcodeINBimm
0016F0E2 0016F109 OpcodeINWimm
0016F109 0016F130 OpcodeOUTBimm
0016F130 0016F157 OpcodeOUTWimm
0016F157 0016F191 OpcodeINB
0016F191 0016F1A2 OpcodeINW
0016F1A2 0016F1DC OpcodeOUTB
0016F1DC 0016F1ED OpcodeOUTW
0016F1ED 0016F222 OpcodeCLI
0016F222 0016F24E OpcodeSTI
0016F24E 0016F2B7 CheckVdmFlags
0016F2B7 0016F35D GetVirtualBits
0016F38B 0016F421 SetVirtualBits
0016F428 0016F62A _Ki386VdmReflectException@4
0016F62C 0016F7C9 _Ki386VdmSegmentNotPresent@0
0016F7D4 0016F7FF _VdmDispatchException@28
0016F7FF 0016F961 PushInt
0016F969 0016F9CA CsToLinear
0016F9CA 0016F9ED CheckEip
0016F9ED 0016FA52 SsToLinear
0016FA52 0016FA9A CheckEsp
0016FA9A 0016FB1E SwitchToHandlerStack
0016FB2F 0016FB97 GetHandlerAddress
0016FB9D 0016FECB PushException
0016FEF4 0016FEFF OpcodeESPrefixV86
0016FEFF 0016FF0A OpcodeCSPrefixV86
0016FF0A 0016FF15 OpcodeSSPrefixV86
0016FF15 0016FF20 OpcodeDSPrefixV86
0016FF20 0016FF28 OpcodeFSPrefixV86
0016FF28 0016FF30 OpcodeGSPrefixV86
0016FF30 0016FF38 OpcodeOPER32PrefixV86
0016FF38 0016FF40 OpcodeADDR32PrefixV86
0016FF40 0016FF48 OpcodeLOCKPrefixV86
0016FF48 0016FF50 OpcodeREPNEPrefixV86
0016FF50 0016FF58 OpcodeREPPrefixV86
0016FF58 0016FF9C _Ki386DispatchOpcodeV86@4
0016FF9C 0016FF9F OpcodeInvalidV86
0016FF9F 0016FFBA OpcodeGenericPrefixV86
0016FFBA 0016FFF3 OpcodeINSBV86
0016FFF3 0017002C OpcodeINSWV86
0017002C 00170068 OpcodeOUTSBV86
00170068 001700A4 OpcodeOUTSWV86
001700A4 00170139 OpcodePUSHFV86
00170139 001701F9 OpcodePOPFV86
001701F9 001702DD OpcodeINTnnV86
0017034F 00170352 OpcodeINTOV86
00170352 00170444 OpcodeIRETV86
00170444 00170456 OpcodeINBimmV86
00170456 00170468 OpcodeINWimmV86
00170468 0017047A OpcodeOUTBimmV86
0017047A 0017048C OpcodeOUTWimmV86
0017048C 001704C2 OpcodeINBV86
001704C2 001704D3 OpcodeINWV86
001704D3 00170509 OpcodeOUTBV86
00170509 0017051A OpcodeOUTWV86
0017051A 00170561 OpcodeCLIV86
00170561 00170598 OpcodeSTIV86
00170598 00170626 Opcode0FV86
00170626 001706B2 VdmDispatchIntAck
001706C2 001706C3 vdmDebugPoint
001706C3 001706CC OpcodeHLTV86
001706D4 0017071D _LpcpMoveMessage@20
00170724 00171177 _LZNT1DecompressChunk@20
00171198 001711E6 VdmOpcode0f
001711E6 00171238 VdmOpcodeLmsw
00171238 00171241 VdmOpcodeClts
00171241 001712B8 VdmOpcodeGetCrx
001712B8 00171314 VdmOpcodeSetCrx
00171314 001713AA VdmOpcodeGetDrx
001713AA 00171492 VdmOpcodeSetDrx
00171498 001717BE VdmDecodeOperand
001717BE 001717FE VdmSegParams
00171810 00171895 _VdmpEnterIcaLock@4
001718A0 001718DF _VdmpLeaveIcaLock@4
00172006 00172009 _xHalSetWakeEnable@4
0017200E 00172011 _xHalSetWakeAlarm@12
00172016 001720C9 _IoUnregisterShutdownNotification@4
001720CE 00172229 _IoShutdownSystem@4
0017222E 00172296 _PiLockDeviceActionQueue@0
0017229C 00172304 _PiUnlockDeviceActionQueue@0
0017230A 00172407 _PbHardwareService@4
0017240C 00172510 _PnPBiosShutdownSystem@8
00172516 00172537 _IoGetPoNotifyParent@4
0017253C 0017258A _IoMovePoNotifyChildren@8
00172590 001725EE _IopFreePoDeviceNotifyListHead@4
001725F4 00172650 _IoFreePoDeviceNotifyList@4
00172656 001726ED _IopCaptureObjectName@4
001726F2 00172A38 _IoBuildPoDeviceNotifyList@4
00172A40 00172A65 _PbCallPnpBiosWorker@16
00172A70 00172C44 _KiCalibrateTimeAdjustment@4
00172C4A 00172C7D _KeQueryTimerDueTime@4
00172C82 00172D08 _KeI386SetGdtSelector@8
00172D0E 00172D8B _KiLoadPAT@4
00172D90 00172DAF _KiLoadPATTarget@16
00172DB4 00172EAC _KiInitializePAT@0
00172EB2 00172FAB _KiAddRange@24
00172FB0 0017303F _KiStartEffectiveRangeChange@4
00173044 0017307F _KiRangeWeight@4
